pl_name,rastr,ra,decstr,dec,pl_massj,pl_masse,pl_orbsmax,st_mass,sy_dist,ml_dists,ml_tsepmin,ml_sepminnorm,ml_xtimeein,ml_radsnorm,ml_sepinsnorp,ml_massratio,ml_angstlax,ml_magis,ml_magibl,ml_radeinang,ml_pmrells,glon,glat,ml_plxrel,ml_plxmicro,ml_plxmicron,ml_plxmicroe,ml_dsdt,ml_dalphadt,ml_radsang,ml_radsphy,ml_xtimesrc,ml_efftime,ml_pms,ml_magvs,ml_magvso,ml_magiso,ml_magjs,ml_magjso,ml_maghs,ml_maghso,ml_magks,ml_magkso,ml_magibase,sy_vmag,sy_icmag,sy_jmag,sy_hmag,sy_kmag,ml_extvfld,ml_extifld,ml_extjfld,ml_exthfld,ml_extkfld
MOA-bin-29 b,17h57m30.23s,269.375958,-29d44m11.63s,-29.736564,0.63,200,0.53,0.06,6890,,,,,,,,,,,,,0.63345,-2.63572,,,,,,,,,,,,,,19.89,,,,,,,,,,,,,,1.4,,,
MOA-2016-BLG-319L b,17h54m58.13s,268.742218,-29d45m01.67s,-29.750463,0.62,200,0.95,0.15,6800,,2457552.737,0.267,8.6,10,0.817,39.3,4.646,19.01,,0.107,,0.34512,-2.1667,,,,,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,,,,
OGLE-2005-BLG-169L b,18h06m05.32s,271.522167,-30d43m57.5s,-30.732639,0.0444,14.1,3.5,0.69,4100,,2453491.878,0.00125,42.5,,1.001,0.615,1.6,20.58,,0.848,7.29,0.67689,-4.74007,,,,,,,,,0.0228,,,22.24,,,,,18.84,,,,,22.783,20.493,,,,2.132,1.256,,0.374,
MOA-2013-BLG-605L b,17h58m42.85s,272.019257,-29d23m53.66s,-29.731583,0.0235,7.47,2.01,0.063,1760,,2456573.05,-0.0789,19.96,3.92,2.394,3.557,3.1381,18.122,18.571,0.477,8.51,1.76466,-4.63415,,0.928,-0.891,-0.259,0.002,-0.552,1.87,,,,,,,,,,15.866,15.59,,15.6,,,,,,,,,,,
OGLE-2013-BLG-0341L B b,17h52m07.49s,268.031208,-29d50m46.0s,-29.846111,,,,,,,2456402.28,0.0347,31.4,3.1779,0.949,1.806,-0.0026,18.5881,,,,359.94991,-1.68315,,,-1.74,0.692,,,2.89,,,,,,,16.35,,,,,,,,,,,,,,,,,
KMT-2018-BLG-1292L b,17h33m42.62s,263.427583,-33d31m14.41s,-33.520669,4.42,1400,6.03,1.09,3460,9000,2458407.88,-0.282,59.22,6.473,1.355,32.66,-2.603,,,1.27,10.8,354.76443,-0.28464,0.2,0.095,-0.018,0.093,,,12.08,,0.383,,,,,,,,,,11.83,,18.2,,,,,,,5.2,,,
KMT-2018-BLG-1990L b,17h53m44.49s,268.435375,-22d09m09.14s,-22.152539,0.565,180,0.883,0.095,937,,2458230.327,-0.039,46.228,1.336,1.118,56.95,3.75,19.36,,,,6.76186,1.91343,,,-1.521,0.056,-3.429,-0.033,,,0.062,,,,,16.79,,,,,,,,,,,,,,,,,
OGLE-2012-BLG-0406L b,17h53m18.17s,268.325708,-30d28m16.2s,-30.471167,2.6,830,3.2,0.48,3600,,2456141.583,-0.5169,61.94,9.3,1.3289,54,0.827,,,0.68,3.9,359.54055,-2.21994,,,0.232,0.02,,,6.3,,,,,,,15.66,,,,,,,,,,,,,,1.96,,,
OGLE-2015-BLG-0954L b,18h00m44.24s,270.184333,-28d39m39.2s,-28.660889,3.9,1200,1.2,0.33,600,,2457165.223,-0.0568,37.53,0.296,0.7982,109.8,4.5462,20.91,18.47,1.89,18.4,1.91895,-2.71366,1.5,,,,,,0.56,,0.0111,,,,,19.88,,,,,,,18.36,,,,,,,,,,
KMT-2016-BLG-1107L b,17h45m40.26s,266.41775,-26d01m54.48s,-26.0318,3.283,1043,0.342,0.087,6651,,2457508.681,0.927,20.403,59.55,0.345,361.4,3.132,,,0.148,2.65,2.48555,1.503,,,,,,,8.83,,1.215,18.919,,,,14.14,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-0596L b,17h56m13.33s,269.055542,-29d11m56.7s,-29.199083,0.04622,14.69,0.92,0.229,5650,8380,2458277.14,-0.282,29.17,13.62,0.499,1.879,-6.025,17.19,,0.324,4.07,0.95931,-2.12513,,,0.033,0.177,-0.734,0.566,4.46,,,,,,,15.3,,,,,,,,,,,,,,,,,
KMT-2018-BLG-1976L b,17h45m25.12s,266.354667,-35d42m01.19s,-35.700331,2.22,705.5790635,3.54,0.65,5840,,2458183.112,0.146,41.76,,1.227,31.3,1.074,18.242,,,,354.19802,-3.48341,,,,,,,1.5,,,,,,,16.991,,,,,,,,,,,,,,,,,
KMT-2018-BLG-1996L b,17h54m42.84s,268.6785,-22d49m13.48s,-22.820411,1.22,387.7506565,1.97,0.69,5910,,2458348.305,0.018,47.08,,0.672,16.9,1.429,18.82,,,,6.29904,1.38194,,,,,,,2.8,,,,,,,15.952,,,,,,,,,,,,,,,,,
KMT-2018-BLG-1996L b,17h54m42.84s,268.6785,-22d49m13.48s,-22.820411,1.09,346.4329636,4.27,0.69,5910,,2458348.305,0.018,47.07,,1.455,15.1,1.452,18.82,,,,6.29904,1.38194,,,,,,,2.8,,,,,,,15.952,,,,,,,,,,,,,,,,,
KMT-2018-BLG-1976L b,17h45m25.12s,266.354667,-35d42m01.19s,-35.700331,1.96,622.9436777,2.04,0.65,5840,,2458183.083,0.14106,42.49,,0.708,28.9,1.065,18.242,,,,354.19802,-3.48341,,,,,,,1.5,,,,,,,16.991,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-0954L b,17h51m39.18s,267.91325,-29d36m39.60s,-29.611,14.2,4513.163379,2.65,0.8,3630,,2458662.096,0.426,28.54,1.3,0.737,170,0.373,20.32,,0.8,,0.10007,-1.47521,,,,,,,0.994,,,,10.2,,,17.613,,,,,,,,,,,,,,,,,
KMT-2019-BLG-0371L b,17h53m32.14s,268.383917,-31d33m18.08s,-31.555022,7.7,2447.278734,0.79,0.09,7010,,2458592.392,0.14,6.5,6.46,0.826,790,1.542,,,0.137,7.68,358.63014,-2.81154,,,,,,,0.88,,,,,,,17.62,,,,,,,,,,,,,,,,,
KMT-2019-BLG-0371L b,17h53m32.14s,268.383917,-31d33m18.08s,-31.555022,11.98,3807.584316,1.5,0.09,7040,,2458592.391,0.141,6.57,6.99,1.575,1230,1.544,,,0.135,7.53,358.63014,-2.81154,,,,,,,0.95,,,,,,,17.52,,,,,,,,,,,,,,,,,
OGLE-2015-BLG-1670L b,17h52m38.11s,268.158792,-28d33m06.9s,-28.551917,,,,,,,2457223.343,0.0053,23.3,2.17,1.056,1,0.257,22.34,,0.395,6.21,1.12106,-1.12049,,,,,,,0.85,,0.0505,,,,,18.68,,,,,,,,,,,,,,3.67,,,
OGLE-2015-BLG-1670L b,17h52m38.11s,268.158792,-28d33m06.9s,-28.551917,,,,,,,2457223.345,0.0047,27,2.23,0.965,1.5,0.275,22.51,,0.392,5.4,1.12106,-1.12049,,,,,,,0.87,,,,,,,18.85,,,,,,,,,,,,,,3.67,,,
OGLE-2015-BLG-1670L b,17h52m38.11s,268.158792,-28d33m06.9s,-28.551917,0.0563,17.9,2.62,0.55,6700,8140,,,,,,,,,,0.382,6,1.12106,-1.12049,,,,,,,0.85,,,,,,,18.66,,,,,,,,,,22,20.8,20.3,,3.67,,,
OGLE-2018-BLG-1185L b,17h59m10.26s,269.79275,-27d50m06.3s,-27.835083,0.02642936,8.4,1.54,0.37,7400,,2458310.777,0.006877,15.931,3.468,0.963,0.6869,0.114,20.082,,0.211,4.832,2.46545,-2.00459,,0.073,,,,,0.73,,,,,,,18.119,,,18.012,17.444,17.756,17.394,,29.3,24.6,,21.2,20.8,,,,,
OGLE-2017-BLG-1434L b,17h53m07.312s,268.280467,-30d14m44.37s,-30.245658,0.01393834,4.43,1.18,0.234,860,8000,,,,,,,,,,1.4,8.1,359.71528,-2.07199,,,0.472,0.586,,,0.657,,,,,,,18.45,,,,,,17.59,,,,,,,,,,,0.259
OGLE-2017-BLG-1434L b,17h53m07.29s,268.280365,-30d14m44.6s,-30.245722,0.014,4.5,1.18,0.234,860,,2457984.978,0.043,62.957,0.4692,0.979,0.5722,4.551,18.45,,1.4,8.1,359.71518,-2.07195,,0.752,-0.586,0.472,0.069,-0.218,0.657,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-1434L b,17h53m07.29s,268.280365,-30d14m44.6s,-30.245722,,,,,,,2457984.978,-0.044,62.981,0.4679,0.978,0.5571,-4.556,,,,,359.71518,-2.07195,,,-0.508,0.475,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-1434L b,17h53m07.29s,268.280365,-30d14m44.6s,-30.245722,,,,,,,2457984.979,0.044,61.421,0.4815,0.978,0.5866,4.552,,,,,359.71518,-2.07195,,,-0.491,0.471,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-0362L b,17h33m51.66s,263.46525,-24d48m37.3s,-24.810361,3.26,1036.120607,2.18,0.42,5830,,2458563.859,0.0982,22.2158,3.4,0.898,74.282,1.2303,,,0.416,6.86,2.10725,4.41151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-0362L b,17h33m51.66s,263.46525,-24d48m37.3s,-24.810361,3.34,1061.546879,3.13,0.45,5720,,2458563.884,0.102,21.8263,3.1,1.2342,71.095,1.2486,,,0.443,7.42,2.10725,4.41151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2014-BLG-0319L b,17h47m50.68s,266.961167,-33d56m06.16s,-33.935044,0.57,181.162192,3.49,0.52,7730,10300,2456787.963,0.174,34.46,27,1.213,10.34,2.834,17.829,,0.41,4.38,355.96935,-2.99704,,,,,,0.03,3.303,,0.78,,,,,15.973,,,15.04,,14.79,,,,23.43,,20.29,19.92,,,,,
KMT-2018-BLG-1743L b,18h17m08.01s,274.283375,-26d21m34.70s,-26.359639,0.245,77.86795971,1.449,0.193,6483,,2458249.126,0.00025,28.03,2.08,1.048,12.1,0.82,20.829,,0.18,2.34,5.69405,-4.7921,,,,,,,0.38,,,,,,,19.595,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-1434L b,17h53m07.29s,268.280365,-30d14m44.6s,-30.245722,,,,,,,2457984.977,-0.043,64.255,0.4643,0.979,0.5607,-4.553,,,,,359.71518,-2.07195,,,-0.562,0.471,0.09,-1.543,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2018-BLG-1743L b,18h17m08.01s,274.283375,-26d21m34.70s,-26.359639,1.612,512.3393921,1.931,0.418,6039,,2458249.119,0.00151,27.76,1.18,0.878,36.8,1.274,20.832,,0.31,4.06,5.69405,-4.7921,,,,,,,0.36,,,,,,,19.598,,,,,,,,,,,,,,,,,
KMT-2016-BLG-2605L b,17h59m17.54s,269.823083,-26d58m55.20s,-26.982,0.771,245.0457018,0.681,0.064,6421,,2457565.451,0.049,3.405,11.92,0.94,120,0.104,,,0.116,12.3,3.21922,-1.60348,,,,,,,1.38,,0.041,,,,,,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-0304L b,17h36m06.41s,264.026708,-26d08m45.56s,-26.145989,0.51,162.0924876,1.23,0.27,6980,,2458543.599,0.00054,17.76,18.5,0.885,18.2,2.96,,,0.285,5.86,1.25239,3.26551,,,,,,,5.26,,,,,,,14.55,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-0383L b,17h54m43.38s,268.68075,-28d44m21.4s,-28.739278,0.02013665,6.4,1.8,0.1,7700,,2458199.239,0.071,11.35,23.8,2.453,2.14,3.1762,18.37,,0.097,3.12,1.19166,-1.61034,,,,,,,2.31,,,,,,,16.56,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-0532L b,17h59m56.02s,269.983417,-28d59m51.9s,-28.99775,0.01959548,6.228,1.064,0.195,773,,2458219.579,0.008295,133.269,0.2734,1.012,1.015,-0.465,,,1.35,3.587,1.5387,-2.72744,,,-0.785,-0.104,,,0.388,,0.036,,,,,21.3,,,,,,,18.596,,,,,,,,,,0.134
KMT-2021-BLG-0322L b,18h03m38.80s,270.911667,-29d36m15.80s,-29.604389,,,,0.62,6600,,2459328.546,-0.086,25.27,2.683,1.148,1150,4.782,,,0.43,6.18,1.40867,-3.73064,,,-2.31,-0.28,0.93,3.57,1.15,,,,,,,18.47,,,,,,,,,,,,,,,,,
KMT-2021-BLG-0322L b,18h03m38.80s,270.911667,-29d36m15.80s,-29.604389,6.4,2034.101805,,0.62,6600,,2459328.682,-0.05,26.37,2.66,1.239,97.5,0.295,,,0.43,6.18,1.40867,-3.73064,,,-0.06,-0.3,,,1.15,,,,,,,18.47,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-0532L b,17h59m56.02s,269.983417,-28d59m51.9s,-28.99775,0.02062119,6.554,1.103,0.203,804,,2458219.579,-0.007873,140.226,0.268,1.013,0.962,0.465,,,1.34,3.594,1.5387,-2.72744,,,0.765,-0.054,,,0.388,,0.038,,,,,21.3,,,,,,,18.596,,,,,,,,,,0.134
OGLE-2019-BLG-0960L b,18h16m03.43s,274.014292,-25d46m28.8s,-25.774667,0.0062927,2,1.65,0.43,830,,2458686.449,0.0061,61.8,0.323,1.028,0.143,0.273,19.81,,1.93,11.4,6.09788,-4.30367,,0.557,0.395,-0.393,,,,,,,,,,18.84,,,,,,,,,,,,,,0.97,,,
OGLE-2019-BLG-0960L b,18h16m03.43s,274.014292,-25d46m28.8s,-25.774667,0.00786588,2.5,1.9,0.5,980,,2458686.45,-0.0061,61.4,0.329,1.029,0.148,-0.272,19.81,,1.9,11.3,6.09788,-4.30367,,0.47,-0.351,-0.313,,,,,,,,,,18.84,,,,,,,,,,,,,,0.97,,,
OGLE-2019-BLG-0960L b,18h16m03.43s,274.014292,-25d46m28.8s,-25.774667,0.0062927,2,1.67,0.48,810,,2458686.449,-0.006,62,3.01,0.997,0.127,-0.271,19.81,,2.07,12.2,6.09788,-4.30367,,0.535,-0.44,-0.304,,,,,,,,,,18.84,,,,,,,,,,,,,,0.97,,,
OGLE-2019-BLG-0960L b,18h16m03.43s,274.014292,-25d46m28.8s,-25.774667,0.00566343,1.8,1.45,0.42,700,,2458686.449,0.0059,63,0.297,0.996,0.127,0.272,19.81,,2.09,12.1,6.09788,-4.30367,,0.616,0.464,-0.405,,,,,,,,,,18.84,,,,,,,,,,,,,,0.97,,,
TCP J05074264+2447555 b,05h07m42.72s,76.928,+24d47m56.4s,24.799,0.05978069,19,0.78,0.495,429,692,2458058.76,0.084,27.89,,,,,,16.3,,26.55,178.75644,-9.3255,0.887,0.469,-0.43,0.186,,,,,,,,,,,,,,,,,,,,,,,1.21,0.58,,0.15,
TCP J05074264+2447555 b,05h07m42.72s,76.928,+24d47m56.26s,24.798961,0.06292704,20,0.94,0.586,505,800,2458058.74,0.08935,27.25,4.567,0.9873,1.027,4.7604,,,1.89,,178.75648,-9.32552,,0.36,-0.33,0.143,,,8.63,1.49,,,,14.151,,,,,,,11.99,,,,,,,,1.11,,,,
TCP J05074264+2447555 b,05h07m42.64s,76.927666,+24d47m55.5s,24.79875,0.029,9.2,0.5,0.25,380,750,2458058.75,-0.093,26.4,6,0.935,1.1,1.625,,,1.45,,178.75647,-9.32589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCP J05074264+2447555 b,05h07m42.64s,76.927666,+24d47m55.5s,24.79875,0.029,9.2,0.5,0.25,380,750,2458058.75,-0.093,26.4,6,0.975,1.1,1.516,,,1.45,,178.75647,-9.32589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-1099L b,17h35m51.42s,263.96425,-29d35m09.10s,-29.585861,3.02,959.8417891,2.73,0.45,7250,,2457917.336,0.004,18.87,1.539,1.137,64.2,0.065,22.795,20.61,0.304,5.89,358.32047,1.46136,,,,,,,0.47,,,,,,,19.912,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-0299L b,17h46m43.07s,266.679458,-23d35m03.52s,-23.584311,6.22,1976.892692,2.8,0.59,5830,,2458560.239,0.056,29.82,3.5,0.99,100.37,1.277,20.986,20.04,0.14,1.74,4.7022,2.57044,,,,,,,0.5,,,,,,,19.451,,,,,,,,,,,,,,,,,
KMT-2017-BLG-2509L b,17h42m21.57s,265.589875,-26d19m01.74s,-26.31715,2.09,664.2613706,2.14,0.46,7040,,2457872.205,0.066,67.39,1.927,0.925,43.66,2.531,23.013,19.96,0.243,1.32,1.85329,1.9868,,,,,,,0.47,,,,,,,20.177,,,,,,,,,,,,,,,,,
KMT-2021-BLG-0912L b,17h59m17.08s,269.821167,-31d59m51.50s,-31.997639,0.00884125,2.81,3.14,0.8,5560,,2459417.025,0.0062,68,2.68,0.914,0.105,0.104,19.597,18.81,0.7,3.76,358.85814,-4.09097,,,0.15,0,0.13,-0.87,1.87,,,,,,,17.327,,,,,,,18.31,,,,,,,,,,
KMT-2021-BLG-0912L b,17h59m17.08s,269.821167,-31d59m51.50s,-31.997639,0.02177275,6.92,3.03,0.75,6710,,2459417.02,0.0062,69.53,3.85,0.882,0.277,0.083,19.597,18.81,0.49,2.57,358.85814,-4.09097,,,0.58,-0.11,1.19,-1.76,1.87,,,,,,,17.327,,,,,,,18.31,,,,,,,,,,
KMT-2018-BLG-1988L b,17h41m07.81s,265.282542,-35d35m40.92s,-35.5947,0.02133227,6.78,2.83,0.48,4170,,2458211.082,0.014,50.94,3,0.94,0.426,2.036,21.248,,0.22,1.62,353.83159,-2.68573,,,-0.23,0.19,-0.82,-0.1,0.65,,,,,,,18.985,,,,,,,,,,,,,,,,,
KMT-2018-BLG-1988L b,17h41m07.81s,265.282542,-35d35m40.92s,-35.5947,0.01749372,5.56,3.09,0.47,4150,,2458211.084,0.0134,51.19,3,1.04,0.353,2.036,21.248,,0.22,1.62,353.83159,-2.68573,,,-0.57,0.19,0.18,0.03,0.65,,,,,,,18.985,,,,,,,,,,,,,,,,,
KMT-2019-BLG-1552L b,17h58m22.99s,269.595792,-27d34m00.98s,-27.566939,,,,,,,2458714.604,0.151,146.5,12,1.074,37.4,1.809,20.36,,0.039,0.13,2.61115,-1.71979,,,,,,,0.66,,,,,,,18.3,,,,,,,,,,,,,,,,,
KMT-2020-BLG-0414L c,18h07m39.60s,271.915,-28d29m06.8s,-28.485222,23.3,7405.401883,0.16,0.364,1220,,2459041.037,0.000652,99.4,0.533,0.0895,616,0.0255,19.173,,1.475,,2.81609,-3.95413,,0.47,0.389,0.173,0.008,0.466,0.943,,,,,,,17.92,,,,,,,,,,,,,,1.2,,,
KMT-2021-BLG-0748L b,18h09m41.12s,272.421333,-25d44m47.69s,-25.746581,0.47,149.3793513,2.46,0.36,6090,,2459344.684,0.411,39.756,1.523,1.267,12.61,1.451,20.73,,0.32,2.9,5.4377,-3.02894,,,,,,,0.514,,0.06392,,,,,19.19,,,,,,,,,,,,,,,,,
KMT-2019-BLG-2974L b,17h51m24.50s,267.852083,-29d25m23.38s,-29.423161,0.28,88.99195396,2,0.47,6100,,,,,,,,,,,,5.7,0.23449,-1.33358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2014-BLG-0676L b,17h52m24.50s,268.102083,-30d32m54.2s,-30.548389,3.73,1185.499958,2.56,0.73,2670,,,,,0.278,,48.5,,23.5,,1.26,4.29,359.37612,-2.09312,,,,,,,0.35,,,,,,,,21.2,,,,19.71,,,,,,,,,2.5,0.47,,0.47
OGLE-2018-BLG-0506L b,17h50m31.16s,267.629833,-31d55m26.6s,-31.924056,0.05128554,16.3,3,0.63,5600,,2458224.158,0.0884,23.86,0.012,0.8612,0.778,1.8536,19.37,,0.43,8.1,357.98566,-2.44687,,,,,,,5.11,,,,,,,15.1,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-1053L b,18h00m39.93s,270.166375,-27d20m29.7s,-27.341583,,,,,,,2458690.538,0.355,33.7,2.54,0.707,0.314,0.507,19.865,,,,3.0586,-2.04713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-1391L b,18h02m44.06s,270.683583,-28d03m37.80s,-28.0605,0.01123248,3.57,1.63,0.23,6720,,2459385.291,0.012,31.612,1.081,1.056,0.4736,2.438,22.15,,0.226,2.61,2.65873,-2.80007,,,,,,,0.244,,0.0342,,,,,20.96,,,,,,,,,,,,,,,,,
KMT-2021-BLG-1253L b,17h50m28.13s,267.617208,-29d16m45.41s,-29.279281,0.059938,19.05,1.52,0.24,6640,,,,,,,,,,,,,0.25345,-1.08408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2020-BLG-0414L c,18h07m39.60s,271.915,-28d29m06.8s,-28.485222,12.5,3972.855088,11.4,0.217,690,,2459041.036,-0.00072,90.4,0.62,10.5031,557,-0.0233,19.042,,1.574,,2.81609,-3.95413,,0.84,-0.552,0.809,-0.091,-1.054,0.943,,,,,,,17.92,,,,,,,,,,,,,,1.2,,,
KMT-2020-BLG-0414L b,18h07m39.60s,271.915,-28d29m06.8s,-28.485222,0.00402733,1.28,1.62,0.34,1120,,2459041.036,0.000693,93.8,0.592,0.97202,0.114,0.0222,19.084,,1.489,,2.81609,-3.95413,,0.513,0.48,0.22,-0.034,0.496,0.943,,,,,,,17.92,,,,,,,,,,,,,,1.2,,,
KMT-2020-BLG-0414L b,18h07m39.60s,271.915,-28d29m06.8s,-28.485222,0.00380709,1.21,1.79,0.364,1220,,2459041.037,0.000652,99.4,0.533,0.99925,0.101,0.0255,19.173,,1.475,,2.81609,-3.95413,,0.47,0.389,0.173,0.008,0.466,0.943,,,,,,,17.92,,,,,,,,,,,,,,1.2,,,
KMT-2020-BLG-0414L c,18h07m39.60s,271.915,-28d29m06.8s,-28.485222,16.9,5371.300078,16.6,0.34,1120,,2459041.036,0.000693,93.8,0.592,9.9713,476,0.0222,19.084,,1.489,,2.81609,-3.95413,,0.513,0.48,0.22,-0.034,0.496,0.943,,,,,,,17.92,,,,,,,,,,,,,,1.2,,,
KMT-2020-BLG-0414L c,18h07m39.60s,271.915,-28d29m06.8s,-28.485222,15.4,4894.557468,0.12,0.259,800,,2459041.036,-0.000688,94.4,0.578,0.094,578,-0.0269,19.121,,1.586,,2.81609,-3.95413,,0.715,-0.345,0.669,-0.022,-0.848,0.943,,,,,,,17.92,,,,,,,,,,,,,,1.2,,,
KMT-2021-BLG-1689L b,17h58m19.0s,269.579167,-30d08m43s,-30.145278,0.14473219,46,2.2,0.58,7200,,2459409.251,0.006,22.56,1.44,0.87,2.1,4.23,21.6,,,6.1,0.36661,-2.99212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-1689L b,17h58m19.0s,269.579167,-30d08m43s,-30.145278,0.12270772,39,3.5,0.74,5000,,2459409.251,0.00587,22.78,0.68,1.067,1.62,4.228,21.6,,,10.9,0.36661,-2.99212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-1689L b,17h58m19.0s,269.579167,-30d08m43s,-30.145278,,,,,,,2459409.24,0.00663,22.92,1.2,0.092,5079,5.95,21.62,,,,0.36661,-2.99212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-1689L b,17h58m19.0s,269.579167,-30d08m43s,-30.145278,,,,,,,2459409.239,0.00327,46.14,0.8,19.97,3186,2.807,21.63,,,,0.36661,-2.99212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-1689L b,17h58m19.0s,269.579167,-30d08m43s,-30.145278,0.12270772,39,3.1,0.68,5000,,2459409.251,0.0059,22.61,0.7,0.944,1.62,4.226,21.61,,,10.9,0.36661,-2.99212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-1689L b,17h58m19.0s,269.579167,-30d08m43s,-30.145278,0.14473219,46,2.5,0.58,7200,,,,,,,,,,,,6.1,0.36661,-2.99212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-1689L b,17h58m19.0s,269.579167,-30d08m43s,-30.145278,0.12270772,39,3.3,0.68,5000,,,,,,,,,,,0.77,10.9,0.36661,-2.99212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-1689L b,17h58m19.0s,269.579167,-30d08m43s,-30.145278,0.14473219,46,2.5,0.58,7200,,,,,,,,,,,0.37,6.1,0.36661,-2.99212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-1689L b,17h58m19.0s,269.579167,-30d08m43s,-30.145278,0.14158583,45,3,0.57,7200,,2459409.251,0.00601,22.51,1.44,1.157,2.09,4.229,21.6,,,6.1,0.36661,-2.99212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-0171L b,17h56m58.0s,269.241667,-30d05m35s,-30.093056,0.03586841,11.4,4.4,0.74,4400,,2459326.234,-0.00561,41.38,1.46,1.263,0.474,2.135,19.05,,,6.9,0.2661,-2.71306,,,-0.298,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-0171L b,17h56m58.0s,269.241667,-30d05m35s,-30.093056,0.03712695,11.8,3.3,0.78,4600,,,,,,,,,,,0.86,6.8,0.2661,-2.71306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-0171L b,17h56m58.0s,269.241667,-30d05m35s,-30.093056,0.01919275,6.1,3.8,0.83,4900,,2459326.234,0.00571,41.34,1.61,1.016,0.221,4.171,19.04,,,6.6,0.2661,-2.71306,,,-0.185,-0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-0171L b,17h56m58.0s,269.241667,-30d05m35s,-30.093056,0.03523914,11.2,3.5,0.78,4600,,,,,,,,,,,,6.8,0.2661,-2.71306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-0171L b,17h56m58.0s,269.241667,-30d05m35s,-30.093056,0.01887811,6,3.7,0.83,4900,,2459326.234,0.00571,41.32,1.62,0.9906,0.22,4.174,19.05,,,6.6,0.2661,-2.71306,,,-0.157,-0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-0171L b,17h56m58.0s,269.241667,-30d05m35s,-30.093056,0.01856348,5.9,3.6,0.81,4800,,,,,,,,,,,0.79,6.6,0.2661,-2.71306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-0171L b,17h56m58.0s,269.241667,-30d05m35s,-30.093056,0.01824884,5.8,3.6,0.79,4800,,2459326.234,0.00566,41.37,1.63,0.9905,0.222,2.109,19.05,,,6.6,0.2661,-2.71306,,,-0.154,-0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-0171L b,17h56m58.0s,269.241667,-30d05m35s,-30.093056,0.01824884,5.8,3.7,0.78,4700,,2459326.234,-0.00565,41.39,1.63,1.0162,0.224,2.112,19.04,,,6.6,0.2661,-2.71306,,,-0.137,-0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-0171L b,17h56m58.0s,269.241667,-30d05m35s,-30.093056,0.03618305,11.5,4.5,0.78,4600,,2459326.234,0.00568,41.37,1.5,1.247,0.45,4.146,19.04,,,6.8,0.2661,-2.71306,,,-0.07,-0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2021-BLG-0171L b,17h56m58.0s,269.241667,-30d05m35s,-30.093056,0.03712695,11.8,2.8,0.76,4500,,2459326.234,-0.0056,41.43,1.49,0.798,0.479,2.139,19.05,,,6.7,0.2661,-2.71306,,,-0.332,-0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,
