pl_name,rastr,ra,decstr,dec,pl_massj,pl_masse,pl_orbsmax,st_mass,sy_dist,ml_dists,ml_tsepmin,ml_sepminnorm,ml_xtimeein,ml_radsnorm,ml_sepinsnorp,ml_massratio,ml_angstlax,ml_magis,ml_magibl,ml_radeinang,ml_pmrells,glon,glat,ml_plxrel,ml_plxmicro,ml_plxmicron,ml_plxmicroe,ml_dsdt,ml_dalphadt,ml_radsang,ml_radsphy,ml_xtimesrc,ml_efftime,ml_pms,ml_magvs,ml_magvso,ml_magiso,ml_magjs,ml_magjso,ml_maghs,ml_maghso,ml_magks,ml_magkso,ml_magibase,sy_vmag,sy_icmag,sy_jmag,sy_hmag,sy_kmag,ml_extvfld,ml_extifld,ml_extjfld,ml_exthfld,ml_extkfld
OGLE-2014-BLG-1722L b,17h55m00.57s,268.75238,-31d28m08.6s,-31.469055,,,,,,,2456900.244,0.133,23.893,0.709,0.753,4.218,0.238,18.88,,,,358.86307,-3.03947,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,
MOA-2011-BLG-322L b,18h04m53.6s,271.223333,-27d13m15.4s,-27.220944,11.6,3690,4.3,0.39,7560,,2455774.273,0.04686,23.17,7,1.822,284,0.3662,19.83,16.69,0.085,4.7,3.62603,-2.80581,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,1.09,,,
OGLE-2011-BLG-0173L b,17h57m15.78s,269.315735,-28d14m01.9s,-28.233862,6.8,2200,0.5,0.43,5900,,2455689.139,0.844,29.37,20.5,0.2167,151,0.056,16.272,17.839,0.76,4.7,1.90945,-1.83872,,,,,,,7.5,,,,,18.949,15.78,14.599,,,,,,13.063,15.968,,,,,,,1.673,,,
KMT-2016-BLG-1836L b,17h53m00.08s,268.250333,-30d02m26.70s,-30.04075,2.7,730,2.6,0.6,7100,,2457487.61,-0.061,49.5,2.2,0.88,44,0.431,22,18.25,,3.3,359.87875,-1.94559,,,-0.79,0.02,,,0.34,,,,,,,20.13,,,,,,,,,,,,,,,,,
KMT-2016-BLG-1836L b,17h53m00.08s,268.250333,-30d02m26.70s,-30.04075,2.2,700,3.5,0.49,7200,,2457487.68,-0.056,54.2,2.7,1.3,45,0.443,22.1,18.25,,3.3,359.87875,-1.94559,,,-0.46,0.05,,,0.32,,,,,,,20.24,,,,,,,,,,,,,,,,,
KMT-2018-BLG-1990L b,17h53m44.49s,268.435375,-22d09m09.14s,-22.152539,0.318,101,0.657,0.073,674,,2458230.405,0.035,53.38,1.175,1.099,41.71,2.504,19.36,,,,6.76186,1.91343,,,-1.649,-0.003,-4.464,0.288,,,0.063,,,,,16.79,,,,,,,,,,,,,,,,,
OGLE-2011-BLG-0173L b,17h57m15.78s,269.315735,-28d14m01.9s,-28.233862,0.18,57,8,0.42,6000,,2455689.19,0.851,29.19,70,4.63,4.2,2.9646,16.272,17.839,0.33,4.7,1.90945,-1.83872,,,,,,,7.5,,,,,18.949,15.78,14.599,,,,,,13.063,15.968,,,,,,,1.673,,,
OGLE-2011-BLG-0173L b,17h57m15.78s,269.315735,-28d14m01.9s,-28.233862,,,,0.4,6200,,2455689.189,0.852,29.18,,,,,16.272,17.839,0.042,4.2,1.90945,-1.83872,,,,,,,7.5,,,,,18.949,15.78,14.599,,,,,,13.063,15.968,,,,,,,1.673,,,
OGLE-2015-BLG-0966L b,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,0.066,21,2.1,0.38,2500,4500,2457205.195,0.01136,57.7,1.402,0.9091,1.7,0.883,,,0.76,4.8,0.95823,-1.8212,0.19,,-0.0538,-0.264,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,2.07,,,
OGLE-2016-BLG-1195L b,17h55m23.5s,268.847931,-30d12m26.1s,-30.207251,0.0045,1.43,1.16,0.078,3910,,2457568.77,0.05324,9.95,2.85,1.0853,0.558,0.9689,18.99,,0.286,8.7,359.99627,-2.47579,,,0.1491,-0.404,,,0.82,,,,,,,17.84,,,,,,,,,,,,,,,,,
MOA-2011-BLG-262L b,18h00m23.48s,270.097833,-31d14m42.93s,-31.245258,,,,,,,2455739.131,0.01451,3.846,,1.0605,4.67,1.8071,19.935,,,,359.63064,-3.92442,,,,,,,,,0.01315,,2.5,21.894,,,,,,,,,,,,,,,2.62,1.45,,0.315,
OGLE-2012-BLG-0950L b,18h08m04.62s,272.019257,-29d43m53.7s,-29.731583,0.11,34,3,0.55,3400,,2456151.48,-0.101,67.8,3.1,1.004,1.9,1.195,19.29,,0.87,4.7,1.76466,-4.63415,,0.19,0.09,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2015-BLG-1771L b,17h55m11.76s,268.799,-28d51m45.90s,-28.86275,0.433,138,0.85,0.077,7070,,2457235.6,0.121,4.28,4.41,1.202,53.8,3.904,21.77,21.03,0.1,8.5,1.13728,-1.76209,,,,,,,0.49,,,,,,,19.48,,,,,,,,,,,,,,,,,
OGLE-2011-BLG-0251L b,17h38m14.18s,264.559083,-27d08m10.1s,-27.136139,0.53,170,2.72,0.26,2570,,2455781.503,-0.0563,63.88,13.9,1.408,19.2,-1.855,15.97,17.04,0.75,4.28,0.67004,2.33357,,0.35,-0.34,0.09,,,10.41,,,,,,,,,,,,,,,,,,,,,2.79,,,
OGLE-2018-BLG-1011L c,17h56m03.36s,269.014,-29d04m58.4s,-29.082889,2.8,890,0.8,0.18,7100,8000,2458284.851,0.052,12.53,11.72,1.929,157,4.74,19.93,19.04,0.09,2.81,1.04163,-2.0354,,,,,,,1.98,,,,,,,17.33,,,,,,,18.63,,,,,,,1.68,,,
OGLE-2018-BLG-0677L b,17h55m00.27s,268.751125,-32d00m59.51s,-32.016531,0.0125,3.96,0.72,0.12,7580,8370,2458229.544,0.102,4.94,12.38,0.985,0.8831,4.307,,,,7.02,358.38853,-3.31375,,,,,,,0.789,,,,,,,17.73,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-1011L b,17h56m03.36s,269.014,-29d04m58.4s,-29.082889,1.8,570,1.8,0.18,7100,8000,2458284.851,0.052,12.53,11.72,1.276,102.2,4.43,19.93,19.04,0.09,2.81,1.04163,-2.0354,,,,,,,1.98,,,,,,,17.33,,,,,,,18.63,,,,,,,1.68,,,
OGLE-2015-BLG-1771L b,17h55m11.76s,268.799,-28d51m45.90s,-28.86275,2.634,837.2,0.56,0.055,6960,,2457235.51,0.242,2.49,8.27,1.119,455,3.349,20.91,22.04,0.072,10.4,1.13728,-1.76209,,,,,,,0.65,,,,,,,18.62,,,,,,,,,,,,,,,,,
OGLE-2014-BLG-1722L c,17h55m00.57s,268.75238,-31d28m08.6s,-31.469055,0.263,83.7,1.7,0.4,6400,,2456900.228,-0.132,23.797,7,0.843,7.071,2.19,18.87,,,,358.86307,-3.03947,,,0.189,0.094,,,,,,,,,,,,,,,,,,,,,,,,1.75,,,
KMT-2018-BLG-1990L b,17h53m44.49s,268.435375,-22d09m09.14s,-22.152539,0.605,192,1.083,0.153,1277,,2458230.448,-0.04,46.223,1.228,0.963,37.74,3.699,19.36,,,,6.76186,1.91343,,,-1.122,0.146,0.509,0.163,,,0.057,,,,,16.79,,,,,,,,,,,,,,,,,
MOA-2013-BLG-605L b,17h58m42.85s,272.019257,-29d23m53.66s,-29.731583,0.0102,3.23,0.95,0.025,860,,2456573.052,-0.07804,20.41,4.03,2.396,3.812,2.9719,18.135,18.552,0.464,8.11,1.76466,-4.63415,,2.245,2.242,-0.108,-0.001,1.074,1.87,,,,,,,,,,15.879,15.59,,15.6,,,,,,,,,,,
KMT-2019-BLG-1339L b,17h42m58.42s,265.743417,-25d34m26.1s,-25.573917,10.7,3400,4.3,0.26,7210,,2458666.379,0.00922,17.66,3.2,2.5,374.8,4.784,20.89,,0.22,4.76,2.55867,2.25989,,,,,,,0.78,,,,,,,17.65,,,,,,,,,,,,,,,,,
KMT-2018-BLG-0029L b,17h37m52.67s,264.469458,-27d59m04.92s,-27.9847,0.0273,8.69,4.54,1.25,3760,8200,2458294.727,-0.027,176.564,0.4398,1,0.1758,-1.534,,,1.56,3.3,359.90973,1.94743,,0.107,-0.054,0.093,,,0.7,,0.078,,,,,,,,18.24,,,,,,,,,,,3.39,,,
OGLE-2012-BLG-0406L b,17h53m18.17s,268.325708,-30d28m16.2s,-30.471167,3.8,1200,3.8,0.59,5100,,2456141.548,0.5065,64.33,10.9,1.3134,62.6,0.837,,,0.57,3.2,359.54055,-2.21994,,,-0.118,0.046,,,6.3,,,,,,,15.66,,,,,,,,,,,,,,1.96,,,
OGLE-2014-BLG-1760L b,17h57m38.16s,269.408997,-28d57m47.37s,-28.963158,0.56,180,1.75,0.51,6860,,2456905.856,0.1806,15.87,,0.8269,8.64,-0.3977,19.07,,0.29,6.55,1.31847,-2.27435,,,,,,,0.657,,0.0366,,,20.51,,17.62,,,,,,,,,23.42,,20.8,,,1.45,,,
KMT-2018-BLG-1990L b,17h53m44.49s,268.435375,-22d09m09.14s,-22.152539,0.565,180,1.039,0.141,1229,,,,,,,,,19.36,,,,6.76186,1.91343,,,,,,,,,,,,,,16.79,,,,,,,,,,,,,,,,,
OGLE-2015-BLG-0954L b,18h00m44.24s,270.184333,-28d39m39.2s,-28.660889,3.9,1200,1.2,0.33,600,,2457165.22,-0.058,36.96,0.303,1.3522,119.4,4.589,20.91,18.47,1.89,18.4,1.91895,-2.71366,1.5,,,,,,0.56,,0.0111,,,,,19.88,,,,,,,18.36,,,,,,,,,,
OGLE-2012-BLG-0950L b,18h08m04.62s,272.019257,-29d43m53.7s,-29.731583,0.076,24,2.5,0.38,4200,,2456151.48,-0.101,67.8,3.1,1.004,1.9,1.195,19.29,,0.6,3.2,1.76466,-4.63415,,0.19,0.09,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2012-BLG-0563L b,18h05m57.72s,271.4905,-27d42m43.2s,-27.712,0.39,120,0.74,0.34,1300,9100,2456069.028,0.001405,77.5,0.327,0.4134,10.86,5.7843,20.115,,1.36,6.4,3.31221,-3.25204,,1.53,,,,,0.446,,,,,21.595,19.73,19.14,19.02,18.6,18.569,18.314,18.4,18.25,,,,,,,1.8,0.98,0.423,0.255,0.157
MOA-2008-BLG-379L b,17h58m49.44s,269.706,-30d11m48.95s,-30.196931,4.1,1300,2.7,0.56,3300,,2454687.896,0.00603,42.14,,1.119,69.9,1.124,21.3,17.87,0.86,7.46,0.37632,-3.11294,,,,,,,,,0.0219,,,,,19.48,,,,,,,,,,,,,,1.82,,,
MOA-2009-BLG-266L b,17h48m05.95s,267.008125,-35d00m19.5s,-35.005411,0.0327,10.4,3.2,0.56,3040,8800,2455093.285,0.1314,61.54,3.0543,0.91421,0.545,2.2708,15.856,,0.98,5.86,355.06999,-3.58099,,0.232,0.1795,0.1435,,,5.2,,0.3216,,,17.677,15.54,14.64,,,13.78,13.42,,,,,,,,,2.14,1.22,,0.36,
OGLE-2012-BLG-0406L b,17h53m18.17s,268.325708,-30d28m16.2s,-30.471167,2.73,868,3.45,0.44,4970,,2456141.33,0.496,64.77,11.11,1.301,59.2,0.837,,,0.53,3.02,359.54055,-2.21994,,,-0.143,0.047,0.669,0.497,5.94,,,,,,,14.62,,,,,,,,,,,,,,,,,
OGLE-2015-BLG-0966L b,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,0.066,21,2.1,0.38,2500,4500,2457205.194,-0.01149,57.8,1.404,0.9091,1.7,-0.88,,,0.76,4.8,0.95823,-1.8212,0.19,,-0.0412,-0.237,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,2.07,,,
KMT-2016-BLG-1836L b,17h53m00.08s,268.250333,-30d02m26.70s,-30.04075,2.2,700,3.5,0.49,7100,,,,,,,,,22.12,,,3.3,359.87875,-1.94559,,,,,,,,,,,,,,20.24,,,,,,,,,,,,,,,,,
OGLE-2011-BLG-0265L b,17h57m47.72s,269.448833,-27d23m40.3s,-27.394528,0.88,280,1.89,0.211,4380,,2455760.095,,53.63,,1.039,39.54,-0.4739,17.57,,0.419,2.85,2.69543,-1.52073,,,0.238,0.042,0.354,0.923,4.09,,0.5248,6.955,,20.77,15.88,14.94,,,,,,,,,,,,,4.89,2.63,,,
KMT-2019-BLG-1953L b,17h56m27.90s,269.11625,-28d12m04.00s,-28.201111,0.64,200,,0.31,7040,8000,2458702.016,0.00072,16.05,2.37,2.51,19.7,2.408,20.68,,0.25,5.7,1.84965,-1.67021,,,,,,,0.61,,,,,,,18.39,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-1067L b,18h12m49.08s,273.2045,-27d00m45.5s,-27.012639,0.43,140,1.68,0.28,3680,7660,2457564.325,-0.47,26.5,5.5,0.812,14.6,1.427,18.8,,,,4.66003,-4.25075,,,0.22,-0.054,,,0.851,,,,,,,17.92,,,,,,,,,,,,,,,,,
MOA-2009-BLG-266L b,17h48m05.95s,267.008125,-35d00m19.5s,-35.005411,0.0327,10.4,3.2,0.56,3040,8800,2455093.257,0.1315,61.47,3.0543,0.91434,0.563,2.2692,15.856,,0.98,5.86,355.06999,-3.58099,,0.223,0.1665,0.1439,,,5.2,,0.3262,,,17.677,15.54,14.64,,,13.78,13.42,,,,,,,,,2.14,1.22,,0.36,
MOA-2009-BLG-387L b,17h53m50.79s,268.461625,-33d59m25.0s,-33.990333,2.6,830,1.8,0.19,5690,,2455042.366,0.089,40.1,1.95,0.9134,135,4.3095,,,0.31,,356.55645,-4.09632,,,2.5,-0.31,-0.36,-0.74,0.63,,,,,,,18.71,,,18.35,,,,,,,,,,,,,0.4,
MOA-2011-BLG-293L b,17h55m39.35s,268.913958,-28d28m36.65s,-28.476847,2.4,760,3.4,0.43,7150,,2455747.493,0.0033,22.64,1.57,1.83,51,3.859,,17.77,0.26,4.3,1.52164,-1.65488,,,,,,,0.42,,0.0355,0.0754,,,,,,,,,,,,,,,,,,,,,
MOA-2009-BLG-387L b,17h53m50.79s,268.461625,-33d59m25.0s,-33.990333,2.6,830,1.8,0.19,5690,,2455042.36,0.0881,40,2.02,0.9136,132,4.3099,,,0.31,,356.55645,-4.09632,,,1.7,-0.15,-0.37,-0.51,0.63,,,,,,,18.71,,,18.35,,,,,,,,,,,,,0.4,
MOA-bin-29 b,17h57m30.23s,269.375958,-29d44m11.63s,-29.736564,0.58,180,0.39,0.07,6730,,2453931.139,0.01351,5.191,5.4,0.589,82.7,3.387,20.033,,0.068,4.436,0.63345,-2.63572,,,,,,,0.451,,,,,,,19.89,,,,,,,,41.62,33.59,,28.58,28.29,,1.4,,,
OGLE-2006-BLG-109L b,17h52m34.51s,268.143792,-30d05m16.0s,-30.087778,0.71,230,2.3,0.5,1490,8000,,,,,,,,,,,,359.79137,-1.89004,,,,,,,,,,,,,,,,,17.17,,,,,,,,,,,,,,
OGLE-2015-BLG-0966L b,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,0.066,21,2.7,0.38,3300,8000,2457205.195,0.01136,57.7,1.402,0.9091,1.7,0.883,,,0.76,4.8,0.95823,-1.8212,0.19,,-0.0538,-0.264,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,2.07,,,
KMT-2016-BLG-0212L b,17h53m45.42s,268.43925,-29d05m12.80s,-29.086889,18,5700,2.2,0.48,6300,,2457463.052,0.328,26.616,1.192,0.829,368,3.131,20.69,,0.42,8.1,0.78471,-1.60371,,,,,,,0.51,,,,,22.91,,,,,,,,,19.2,,,,,,,,,,
OGLE-2018-BLG-1011L c,17h56m03.36s,269.014,-29d04m58.4s,-29.082889,2.8,890,0.8,0.18,7100,8000,2458284.801,0.053,12.42,12.13,0.582,150,4.858,19.93,19.04,0.09,2.81,1.04163,-2.0354,,,,,,,1.98,,,,,,,17.33,,,,,,,18.63,,,,,,,1.68,,,
OGLE-2019-BLG-0468L b,17h45m37.44s,266.406,-24d26m50.2s,-24.447278,3.21,1020.229186,3.29,0.92,4400,,2458594.411,0.01134,76.92,0.5,0.854,33.1,2.648,22.018,,0.91,4.41,3.83406,2.33632,,,,,,,0.47,,,,,,,19.431,,,,,,,,,,,,,,5.163,,,
OGLE-2017-BLG-1806L b,17h46m29.58s,266.62325,-24d16m20.17s,-24.272269,0.01846909,5.87,1.84,0.44,6600,,2458024.392,0.0249,69.4,1.74,0.8609,0.4055,0.001,21.12,,0.322,1.95,4.08658,2.25801,,,-0.278,0.105,,,0.561,,,,,,,19.03,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-1227L b,17h42m23.31s,265.597125,-33d45m35.2s,-33.759778,4.98,1580,11.5,0.68,,,2457561.999,0.066,45.37,92,3.68,80.334,4.783,16.85,,0.098,0.79,355.52875,-1.93858,,,,,,,9.01,,4.17,3,,,,14.07,,,,,,,16.89,,,,,,,,,,
KMT-2020-BLG-0414L b,18h07m39.60s,271.915,-28d29m06.8s,-28.485222,0.0030205,0.96,1.26,0.259,800,,2459041.036,-0.000688,94.4,0.578,0.99896,0.113,-0.0269,19.121,,1.586,,2.81609,-3.95413,,0.715,-0.345,0.669,-0.022,-0.848,0.943,,,,,,,17.92,,,,,,,,,,,,,,1.2,,,
KMT-2020-BLG-0414L b,18h07m39.60s,271.915,-28d29m06.8s,-28.485222,0.00270586,0.86,1.04,0.217,690,,2459041.036,-0.00072,90.4,0.62,0.96835,0.121,-0.0233,19.042,,1.574,,2.81609,-3.95413,,0.84,-0.552,0.809,-0.091,-1.054,0.943,,,,,,,17.92,,,,,,,,,,,,,,1.2,,,
MOA-2022-BLG-249L b,17h55m27.73s,268.865542,-28d18m21.82s,-28.306061,0.01519688,4.83,1.63,0.18,2000,,2459727.196,-0.023,131.9,1.2,1.091,0.894,-3.599,,,0.46,1.25,1.64781,-1.53209,,,-0.561,0.276,,,0.551,,,,,,,18.43,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-1195L b,17h55m23.50s,268.847931,-30d12m26.1s,-30.207251,0.016,5.1,1.98,0.37,7200,,2457568.771,0.0512,10.21,,0.9957,0.42,0.9645,19.581,,0.261,,359.99627,-2.47579,,,,,,,0.856,,0.003379,,,,,17.819,,,,,,,,,,,,,,1.762,,,
OGLE-2016-BLG-0613L AB b,17h57m02.50s,269.260406,-28d06m58.2s,-28.116167,4.42,1400,3.9,0.66,3840,,2457490.095,0.038,53.53,0.32,0.833,63.9,4.519,21.96,19.57,1.28,8.7,1.98694,-1.73756,,,,,,,,,,,,,,14.38,,,18.67,,,,,,,,,,,2.19,,,
OGLE-2016-BLG-0613L AB b,17h57m02.50s,269.260406,-28d06m58.2s,-28.116167,3.01,957,3.28,0.65,3560,,2457490.489,0.047,44.94,0.36,0.872,44.3,4.774,22.01,19.56,1.12,9.06,1.98694,-1.73756,,,,,,,,,,,,,,14.38,,,18.72,,,,,,,,,,,2.19,,,
KMT-2019-BLG-1806L b,18h02m09.01s,270.537542,-29d24m53.60s,-29.414889,0.01469346,4.67,3.02,0.74,6640,,,,,,,,,,,,1.13,1.41436,-3.35396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMT-2019-BLG-0953L b,17h57m21.26s,269.338583,-28d40m28.7s,-28.674639,0.04876845,15.5,1.1,0.28,7200,,2458638.149,0.491,11.62,0.0028,0.736,1.78,2.3601,18.46,,0.044,7,1.53767,-2.07668,,,,,,,1.22,,,,,,,16.68,,,,,,,,,,,,,,,,,
OGLE-2019-BLG-1053L b,18h00m39.93s,270.166375,-27d20m29.7s,-27.341583,0.00774003,2.46,3.4,0.6,6700,,2458690.572,0.352,34.3,2.08,1.407,0.125,3.683,19.877,,0.366,,3.0586,-2.04713,,,0.338,-0.012,,,0.762,,,,,,,,,,,,,,,,,,,,,,,,
MOA-2016-BLG-319L b,17h54m58.13s,268.742218,-29d45m01.67s,-29.750463,0.65,210,1.09,0.15,6800,,2457552.742,0.26,8.69,10,0.945,41,4.645,19.01,,0.107,,0.34512,-2.1667,,,,,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,,,,
MOA-2008-BLG-310L b,17h54m14.53s,268.560542,-34d46m40.99s,-34.778053,0.23,74,1.25,0.67,6000,8000,2454656.4,0.00301,11.08,,0.927,3.2,1.21,19.28,,0.155,5.1,355.91449,-4.56257,,,,,,,0.76,,0.05483,,,20.76,,18.03,,,17.73,,,17.24,,,,,,,,1.25,,,
MOA-2008-BLG-310L b,17h54m14.53s,268.560542,-34d46m40.99s,-34.778053,0.23,74,1.25,0.67,6000,8000,2454656.4,0.003,11.14,,1.085,3.31,1.21,19.28,,0.155,5.1,355.91449,-4.56257,,,,,,,0.76,,0.05487,,,20.76,,18.03,,,17.73,,,17.24,,,,,,,,1.25,,,
MOA-2008-BLG-310L b,17h54m14.53s,268.560542,-34d46m40.99s,-34.778053,0.0736,23.4,1.1,0.21,7700,,2454656.39,0.00326,10.22,,0.93,3.29,1.95,19.43,,0.29,4.85,355.91449,-4.56257,,,,,,,0.723,,0.054,,,21.07,,18.41,,,,17.53,,,,,26.2,,,,1.835,1.013,,0.16,
OGLE-2007-BLG-349L AB c,18h05m24.43s,271.351807,-26d25m19.0s,-26.421944,0.25170815,80,2.59,0.41,2760,,2454348.747,-0.00198,118,,0.8146,3.39,4.359,20.369,,1.15,3.55,4.3802,-2.51597,,0.204,,,,,,,0.07065,,,22.38,,,,,18.272,,,,,24.73,21.39,,18.57,,3.083,1.818,,0.541,
OGLE-2017-BLG-1140L b,17h47m31.93s,266.883057,-24d31m21.6s,-24.522667,1.59,505,1.02,0.211,,8100,2457940.77,-0.2392,14.69,27,0.871,72,-2.5388,,,0.163,4.04,3.99474,1.92596,0.0154,0.0949,0.0789,0.0528,,,4.39,,,,,,,15.09,,,,,,,,,,,,,,,,,
MOA-2012-BLG-505L b,17h52m34.34s,268.143097,-32d02m24.33s,-32.040093,0.0211,6.7,0.9,0.1,7210,,2456136.056,0.0074775,10.0133,2.7971,0.8928,2.052,2.3794,21.29,,0.122,4.389,358.10757,-2.88066,,,,,,,0.342,,,,,,,19.52,,,,,,,,,,25.34,24.43,23.93,,1.77,,,
OGLE-2012-BLG-0563L b,18h05m57.72s,271.4905,-27d42m43.2s,-27.712,0.39,123,4.3,0.34,1300,9100,2456069.028,0.001403,77.7,0.327,2.425,10.85,5.7841,20.115,,1.36,6.4,3.31221,-3.25204,,1.53,,,,,0.446,,,,,21.595,19.73,19.14,19.02,18.6,18.569,18.314,18.4,18.25,,,,,,,1.8,0.98,0.423,0.255,0.157
KMT-2018-BLG-1292L b,17h33m42.62s,263.427583,-33d31m14.41s,-33.520669,,,,,,,2458408.63,0.269,63.98,5.501,1.342,30.75,2.611,,,1.73,10.8,354.76443,-0.28464,0.2,,,,,,12.08,,0.352,,,,,,,,,,11.83,,18.2,,,,,,,5.2,,,
MOA-2008-BLG-310L b,17h54m14.53s,268.560542,-34d46m40.99s,-34.778053,0.0736,23.4,1.1,0.21,7700,,2454656.39,0.00318,10.29,,1.08,3.49,1.93,19.43,,0.29,4.85,355.91449,-4.56257,,,,,,,0.723,,0.055,,,21.07,,18.41,,,,17.53,,,,,26.2,,,,1.835,1.013,,0.16,
OGLE-2018-BLG-0567L b,17h56m04.42s,269.018417,-27d59m13.6s,-27.987111,0.32,101.7050902,2.72,0.25,7060,,2458244.845,0.733,24.641,17.675,1.806,12.4,0.623,18.2,,0.213,3.161,1.99138,-1.48807,,,,,,,3.769,,,,,,,15.33,,,,,,,,,,,,,,,,,
OGLE-2018-BLG-0962L b,17h52m41.95s,268.174792,-32d18m33.3s,-32.30925,1.34,425.8900654,3.59,0.54,6500,,2458262.494,0.207,28.739,1.137,1.246,23.75,0.59,21.4,,0.443,5.639,357.88886,-3.04022,,,,,,,0.504,,,,,,,19.37,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-0173L b,17h51m52.95s,267.970612,-29d16m16.9s,-29.27136,0.01029,3.269,3.913,0.396,4705,,2457837.946,0.867,30.46,10.024,1.54,0.2479,1.332,,,0.54,6.5,0.41781,-1.34501,,,,,,,5.43,,,,,,,14.98,,,14.09,,,,,,,,,,,,,,
MOA-2011-BLG-291L b,17h55m28.29s,268.867889,-29d10m14.4s,-29.170666,0.05,16,0.52,0.13,3500,3800,2455747.963,-0.00729,23.5,,1.197,3.8,3.072,20.747,,0.123,1.92,0.90149,-1.96921,,,,,,,0.882,,0.148,,,23.468,,19.143,,,,,,,,,,,,23.4,2.972,1.604,,,
KMT-2016-BLG-1397L b,18h10m39.51s,272.664612,-24d51m27.86s,-24.857738,,,,,,,2457506.3,0.101,37.1,44,0.66,250,5.84,,,,,6.32391,-2.79425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2012-BLG-0026L c,17h34m18.70s,263.577917,-27d08m33.9s,-27.14275,0.86,270,4.8,1.06,4019,7390,,,94.12,,,,,,,0.98,,0.19492,3.0665,,,,,,,1.54,,,,,,,,,,16.56,,,,,20.66,19,,16.39,,,,,0.525,
OGLE-2015-BLG-0954L b,18h00m44.24s,270.184333,-28d39m39.2s,-28.660889,3.4,1100,1.6,0.3,1200,,2457165.176,0.0473,39.4,,1.3529,113.6,1.4085,21.037,,1.28,11.8,1.91895,-2.71366,,,,,,,0.376,,0.01144,,,,,20.018,,,,,,,,,20.61,,,17.45,1.835,1.035,,,
KMT-2016-BLG-0212L b,17h53m45.42s,268.43925,-29d05m12.80s,-29.086889,0.018,5.8,4.2,0.36,6200,,2457465.276,0.619,17.584,1.874,1.434,0.484,1.005,19.59,,0.47,9.8,0.78471,-1.60371,,,,,,,0.88,,,,,21.86,,,,,,,,,19.2,,,,,,,,,,
KMT-2018-BLG-1292L b,17h33m42.62s,263.427583,-33d31m14.41s,-33.520669,4.95,1570,6.56,1.25,3840,9000,2458407.93,0.272,61.96,5.526,1.344,31.73,2.593,,,1.25,10.8,354.76443,-0.28464,0.2,0.079,0.046,0.064,,,12.08,,0.342,,,,,,,,,,11.83,,18.2,,,,,,,5.2,,,
OGLE-2006-BLG-109L c,17h52m34.51s,268.143792,-30d05m16.0s,-30.087778,0.27,86,4.6,0.5,1490,8000,,,,,,,,,,,,359.79137,-1.89004,,,,,,,,,,,,,,,,,17.17,,,,,,,,,,,,,,
OGLE-2013-BLG-0132L b,17h59m03.51s,269.764618,-28d25m15.7s,-28.421028,0.29,92,3.6,0.54,3900,,2456370.156,0.184,36.99,1,1.15,5.15,0.821,19.37,,0.81,8,1.94444,-2.27454,,,,,,,0.81,,,,,,,18.11,,,,,,,,,,,,,,,,,
OGLE-2015-BLG-0966L b,17h55m01.02s,268.75425,-29d02m49.6s,-29.047111,0.066,21,2.7,0.38,3300,8000,2457205.194,-0.01152,57.7,1.406,1.1147,1.68,-0.88,,,0.76,4.8,0.95823,-1.8212,0.19,,-0.0412,-0.237,,,1.07,,,,,,,17.49,,,,,,,,,,,,,,2.07,,,
MOA-2013-BLG-605L b,17h58m42.85s,272.019257,-29d23m53.66s,-29.731583,0.0685,21.77,4.13,0.185,3590,,2456573.047,-0.07797,20.2,3.89,2.388,3.526,3.1269,18.135,18.552,0.481,8.48,1.76466,-4.63415,,0.319,0.047,-0.315,0.047,0.302,1.87,,,,,,,,,,15.879,15.59,,15.6,,,,,,,,,,,
MOA-2011-BLG-293L b,17h55m39.35s,268.913958,-28d28m36.65s,-28.476847,2.4,760,1,0.43,7150,,2455747.494,0.0035,21.67,1.64,0.548,53,3.862,,17.77,0.26,4.3,1.52164,-1.65488,,,,,,,0.42,,0.0355,0.0756,,,,,,,,,,,,,,,,,,,,,
MOA-2011-BLG-293L b,17h55m39.35s,268.913958,-28d28m36.65s,-28.476847,2.4,760,3.4,0.43,7150,,2455747.493,0.0034,22.49,1.58,1.83,52,3.859,,17.77,0.26,4.3,1.52164,-1.65488,,,,,,,0.42,,0.0355,0.0754,,,,,,,,,,,,,,,,,,,,,
